,countrycode,tv_title,tv_make,tv_price,numberofoffers,averageprice,currency,tvspecifications,scrapelink,scrapedate
468,TN,Vision -Clever 4 Mini,Vision,69.00 TND,1,69.00,TND,"{'-Le Pack ': '', '*RÉCEPTEUR VISION CLEVER 4 MINI': '*RÉCEPTEUR VISION CLEVER 4 MINI', '*Cable HDMi': '*Cable HDMi', '2*Télécommande': '2*Télécommande', '': '', 'SKU': ' VI101EL11YGZ8NAFAMZ', 'Modèle': ' Vision -Clever 4 Mini', 'Poids (kg)': ' 0.4', 'Couleur': ' Noir'}",https://www.jumia.com.tn/vision-clever-4-mini-145736.html,15/09/2022 19:50:20
469,TN,Starsat Tête sr - 320 - ace - HD,Starsat,9.90 TND,1,9.90,TND,"{'Digital KU-Band Universal Single LNB': 'Digital KU-Band Universal Single LNB', 'Entree\xa0FREQ': ' 10.70-11.70Ghz / 11.70-12.75Ghz', 'Sortie\xa0FREQ': ' 9.50-10.6Ghz', 'tète 1 sorti': 'tète 1 sorti', 'SKU': ' ST794EL0QVOF4NAFAMZ', 'Gamme de produits': ' All age products', 'Modèle': ' SR-320', 'Pays de production': ' China', 'Taille (Longueur x Largeur x Hauteur cm)': ' 7*5*2', 'Poids (kg)': ' 0.1', 'Couleur': ' Blanc'}",https://www.jumia.com.tn/starsat-tete-sr-320-ace-hd-84154.html,15/09/2022 19:50:21
470,TN,Samsat HD 9090 Mini - Résolution FHD 1080p  - Garantie 1 an,Samsat,65.00 TND,4,66.20,TND,"{'Récepteur SAMSAT HD 9090 Mini': 'Récepteur SAMSAT HD 9090 Mini', 'Résolution': ' Full HD 1080p', 'Connectivité Sans Fil ': ' Wifi', 'Connecteurs': ' HDMI, USB', 'Composants': "" 1 x Récepteur, 1 x Télécommandes,1 x Afficheur, 1 x Bloc d'alimentation adaptateur 12v"", ""Cet appareil est programmé et prêt à l'emploi"": ""Cet appareil est programmé et prêt à l'emploi"", 'SKU': ' SA727EA0F2MC4NAFAMZ', 'Modèle': ' Samsat HD 9090 Mini', 'Poids (kg)': ' 0.1', 'Couleur': ' NOIR'}",https://www.jumia.com.tn/hd-9090-mini-resolution-fhd-1080p-garantie-1-an-samsat-mpg32937.html,15/09/2022 19:50:23
471,TN,Newbox Kit 3 pièces - Cuvette 70cm - Récepteur HD - Tête 1s,Newbox,105.00 TND,1,105.00,TND,"{'Récepteur Newbox ED777 HD': 'Récepteur Newbox ED777 HD', 'Full HD 1080p': 'Full HD 1080p', 'Cuvette\xa0Parabole en acier 70 cm.': 'Cuvette\xa0Parabole en acier 70 cm.', 'Tête Satellite\xa0professionnel\xa0 HD 1 Sortie': 'Tête Satellite\xa0professionnel\xa0 HD 1 Sortie', 'LNB haute performance et haut de\xa0gamme': 'LNB haute performance et haut de\xa0gamme', 'Récepteur Newbox ED777 Full HD Mini': 'Récepteur Newbox ED777 Full HD Mini', 'Cuvette\xa0Parabole en Acier 70cm.': 'Cuvette\xa0Parabole en Acier 70cm.', 'Tête Satellite\xa0professionnel\xa0 HD 1 Sortie.': 'Tête Satellite\xa0professionnel\xa0 HD 1 Sortie.', 'SKU': ' NE215EA1BLUOSNAFAMZ', 'Modèle': ' Kit 3', 'Taille (Longueur x Largeur x Hauteur cm)': ' kit 3', 'Poids (kg)': ' 0.5', 'Couleur': ' NOIR/BLANC'}",https://www.jumia.com.tn/newbox-kit-3-pieces-cuvette-70cm-recepteur-hd-tete-1s-516997.html,15/09/2022 19:50:25
472,TN,Hd Splitter Distributeur HDMI 4 Ports 4K 3D - Garantie 1 An,Hd Splitter,87.00 TND,1,87.00 TND,TND,"{'Distributeur (Splitter) HDMI 4 Ports 4K 3D': 'Distributeur (Splitter) HDMI 4 Ports 4K 3D', 'Couleur noir': 'Couleur noir', 'Longueur de câble 20M': 'Longueur de câble 20M', ""Distribue un signal HDMI sur quatre sorties, en Full HD jusqu'au 1080p et UHD jusqu'au 4Kx2K (Ultra High Definition)"": ""Distribue un signal HDMI sur quatre sorties, en Full HD jusqu'au 1080p et UHD jusqu'au 4Kx2K (Ultra High Definition)"", 'Garantie 1 An': 'Garantie 1 An', 'SKU': ' HD397EA0RTG08NAFAMZ', 'Modèle': ' Splitter HDMI 4 ports 4K', 'Poids (kg)': ' 0.1', 'Couleur': ' NOIR'}",https://www.jumia.com.tn/hd-splitter-distributeur-hdmi-4-ports-4k-3d-garantie-1-an-432764.html,15/09/2022 19:50:25
473,TN,Newbox Récepteur - ED1500 - Full HD,Newbox,89.00 TND,1,89.00,TND,"{'Wifi Integré': 'Wifi Integré', 'Full HD 1080p': 'Full HD 1080p', 'HDMI - 1 x USB 2.0': 'HDMI - 1 x USB 2.0', 'Full HD 1080 - WIFI Integré - HDMI - 1 x USB 2.0 – Youtube': 'Full HD 1080 - WIFI Integré - HDMI - 1 x USB 2.0 – Youtube', 'MULTISTREAM': 'MULTISTREAM', 'Récepteur\xa0prêt à\xa0installer ': ' soft + liste des chaines en place', 'transformateur\xa0 12 vdc': 'transformateur\xa0 12 vdc', 'cable HDMI': 'cable HDMI', 'Support recepteur': 'Support recepteur', 'oeil': 'oeil', '1* commande': '1* commande', 'SKU': ' NE215EA14FGZONAFAMZ', 'Modèle': '  ED1500', 'Taille (Longueur x Largeur x Hauteur cm)': ' 10*6 cm', 'Poids (kg)': ' 0.1', 'Couleur': ' NOIR'}",https://www.jumia.com.tn/recepteur-ed1500-full-hd-newbox-mpg28800.html,15/09/2022 19:50:27
474,TN,Câble JACK to 3 RCA audio/video - 1.5m,(1 avis vérifié),10.00 TND,2,10.00,TND,"{'Jack 3,5 mm': 'Jack 3,5 mm', '3 Cordon RCA mâle': '3 Cordon RCA mâle', 'Adaptateur Convertisseur Audio Vidéo Câble AV': 'Adaptateur Convertisseur Audio Vidéo Câble AV', 'Câble 3,5 mm AV': 'Câble 3,5 mm AV', 'Câble audio 3,5 à RCA': 'Câble audio 3,5 à RCA', 'Jack 3,5 à câble RCA, prise 3,5 à la vidéo rca': 'Jack 3,5 à câble RCA, prise 3,5 à la vidéo rca', 'SKU': ' WH804EL0EGFHSNAFAMZ', 'Modèle': ' jack to 3 rca', 'Poids (kg)': ' 0.2', 'Couleur': ' Noir'}",https://www.jumia.com.tn/cable-jack-to-3-rca-audiovideo-1.5m-sans-marque-mpg16038.html,15/09/2022 19:50:28
475,TN,Samsat Tête Parabole - HD -1 Sortie,Samsat,9.00 TND,1,9.00 TND,TND,"{'Tête de parabole SamSat HD 1 Sortie': 'Tête de parabole SamSat HD 1 Sortie', 'Entrée': '\xa010.7 à 11.7 GHz /\xa011.7 à 12.75 GHz', 'Sortie': '\xa0950 - 1950 MHz /\xa01100 - 2150 MHz', ""Fréquence d'oscillation"": '\xa09.75 GHz /\xa010.6 GHz', 'Couleur ': ' Blanc', 'SKU': ' SA727EA0UCAZSNAFAMZ', 'Poids (kg)': ' 0.9', 'Couleur': ' Blanc'}",https://www.jumia.com.tn/samsat-tete-parabole-hd-1-sortie-626905.html,15/09/2022 19:50:29
476,TN,Starsat récepteur - SR -488 Full HD Extreme Résolution FHD 1080p,Starsat,70.00 TND,2,70.00,TND,"{'Récepteur\xa0 New box': 'Récepteur\xa0 New box', 'Résolution': '\xa0Full HD\xa01080p', 'Connectivité Sans Fil': '\xa0Wifi', '': '', 'Connecteurs': '\xa0HDMI, USB H-Speed - Composants', ""Supporte jusqu'à 8000 Chaines"": ""Supporte jusqu'à 8000 Chaines"", 'Récepteur New box': 'Récepteur New box', 'Télécommande': 'Télécommande', 'afficheur': 'afficheur', 'alimentation': 'alimentation', 'SKU': ' ST794EA0QA26GNAFAMZ', 'Gamme de produits': ' Starsat Récepteur - SR -488 Full HD Extreme', 'Modèle': ' 2021', 'Taille (Longueur x Largeur x Hauteur cm)': ' 2.2/2.5', 'Poids (kg)': ' 0.5', 'Couleur': ' rouge'}",https://www.jumia.com.tn/recepteur-sr-488-full-hd-extreme-resolution-fhd-1080p-starsat-mpg26609.html,15/09/2022 19:50:30
477,TN,Switcheur HDMI 5 En 1 Avec Commande - Noir,(1 avis vérifié),39.90 TND,1,39.90,TND,"{'Switch HDMI Avec Commande': 'Switch HDMI Avec Commande', 'Nombre de Ports': ' 5 ports', 'Fréquence': ' 50/60Hz', 'Résolution vidéo': "" jusqu'à 1080 P"", ""Signal vidéo d'entrée"": ' 0.5-1.0 volts', 'Compatible avec HD-DVD, SKY-STB, PS3, Xbox6 etc': 'Compatible avec HD-DVD, SKY-STB, PS3, Xbox6 etc', 'le port de sortie du commutateur est capable de transmettre des signaux audio/vidéo haute définition à des écrans haute définition.': 'le port de sortie du commutateur est capable de transmettre des signaux audio/vidéo haute définition à des écrans haute définition.', 'SKU': ' SA050EA0H2C1SNAFAMZ', 'Poids (kg)': ' 0.9', 'Couleur': ' Noir'}",https://www.jumia.com.tn/sans-marque-switcheur-hdmi-5-en-1-avec-commande-noir-426682.html,15/09/2022 19:50:32
478,TN,Hdmi And More Adaptateur switch - commutateur - distributeur - 5 à 1,Hdmi And More,62.00 TND,1,62.00,TND,"{""Haute performance jusqu'à 2,5 Gbps"": ""Haute performance jusqu'à 2,5 Gbps"", 'Avec 3 entrées HDMI et 1 sortie HDMI': 'Avec 3 entrées HDMI et 1 sortie HDMI', 'Maintient des vidéos haute résolution, de belles résolutions HDTV nettes jusqu’à 1080p, 2k, graphiques 1440p et des résolutions informatiques jusqu’à 1920 x 12': 'Maintient des vidéos haute résolution, de belles résolutions HDTV nettes jusqu’à 1080p, 2k, graphiques 1440p et des résolutions informatiques jusqu’à 1920 x 12', 'Large compatibilité': "" Convient à la plupart des appareils dotés d'une interface HDMI standard.\xa0Signal Host"", 'Coleur noir': 'Coleur noir', 'SKU': ' HD416EA0EIN4GNAFAMZ', 'Modèle': ' Hdmi And More Adaptateur switch - commutateur - distributeur - 5 à 1', 'Poids (kg)': ' 0.1', 'Couleur': ' noir'}",https://www.jumia.com.tn/adaptateur-switch-commutateur-distributeur-5-a-1-hdmi-and-more-mpg18679.html,15/09/2022 19:50:33
479,TN,Support Tête LNB pour parabole 60-70-80-90-110 Cm,(9 avis vérifiés),7.50 TND,1,7.50,TND,"{'Support Tête LNB pour parabole': 'Support Tête LNB pour parabole', 'Compatible avec 60cm/70cm/80cm/90cm/110cm': 'Compatible avec 60cm/70cm/80cm/90cm/110cm', 'Compatible avec SAMSAT-STARTRACK-TRUMAN-NSAT-STARSAT': 'Compatible avec SAMSAT-STARTRACK-TRUMAN-NSAT-STARSAT', 'Robuste pour supporter et maintenir la LNB avec fiabilité': 'Robuste pour supporter et maintenir la LNB avec fiabilité', 'Dimensions\u202f': ' 3,5 cm de long x 2,00 cm de largeur', 'Diamètre de 40 mm': 'Diamètre de 40 mm', 'SKU': ' WH804EA0QVRQKNAFAMZ', 'Modèle': ' Support LNB', 'Poids (kg)': ' 0.1', 'Couleur': ' NOIR'}",https://www.jumia.com.tn/support-tete-lnb-pour-parabole-60-70-80-90-110-cm-white-label-mpg9741.html,15/09/2022 19:50:35
480,TN,Nsat Switch 4 En1 DISEqC  - Etanche,Nsat,12.00 TND,1,12.00,TND,"{'Switch Diseqc 4x1 Étanche': 'Switch Diseqc 4x1 Étanche', '4 entrées satellite - 1 Sortie': '4 entrées satellite - 1 Sortie', 'Fréquence': ' 950-2400 MHz', ""Perte d'insertion"": ' 3dB', 'Couleur': ' GRIS', 'SKU': ' NS994EA0V4GNGNAFAMZ', 'Modèle': ' HE-30', 'Taille (Longueur x Largeur x Hauteur cm)': ' 6.7 x 4.8 x 1.37Cm', 'Poids (kg)': ' 0.1'}",https://www.jumia.com.tn/nsat-switch-4-en1-diseqc-etanche-367225.html,15/09/2022 19:50:36
481,TN,Starsat Récepteur - SR A10 super,Starsat,48.90 TND,2,48.90,TND,"{'Starsat': 'Starsat', '3 modes de fonctionnements': ' TV, Radio, Favoris', 'Compatible 4000 chaines': 'Compatible 4000 chaines', 'Supporte jeux': 'Supporte jeux', 'Supporte Teletext': 'Supporte Teletext', 'Support diseqC 1.0/1.2': 'Support diseqC 1.0/1.2', 'Garantie ': ' 1 ans', 'SKU': ' ST794EA1MYFSKNAFAMZ', 'Modèle': ' SR A10 Super', 'Poids (kg)': ' 0.2', 'Couleur': ' noir'}",https://www.jumia.com.tn/recepteur-sr-a10-super-starsat-mpg31542.html,15/09/2022 19:50:38
482,TN,Clavier télécommande android tv box,(1 avis vérifié),49.00 TND,1,49.00,TND,"{'Telecommande android tv et box': 'Telecommande android tv et box', 'Bluetooth': 'Bluetooth', 'Avec une souris integree': 'Avec une souris integree', 'Clavier': 'Clavier', 'Batterie rechargable': 'Batterie rechargable', 'SKU': ' SA050EA119OJGNAFAMZ', 'Modèle': ' Clavier télécommandes android tv box', 'Poids (kg)': ' 0.1', 'Couleur': ' noir'}",https://www.jumia.com.tn/clavier-telecommande-android-tv-box-sans-marque-mpg30986.html,15/09/2022 19:50:39
483,TN,Newbox Récepteur - ED1500 - Full HD,Newbox,82.00 TND,1,82.00 TND,TND,"{'Wifi Integré': 'Wifi Integré', 'Full HD 1080p': 'Full HD 1080p', 'HDMI - 1 x USB 2.0': 'HDMI - 1 x USB 2.0', 'Full HD 1080 - WIFI Integré - HDMI - 1 x USB 2.0 – Youtube': 'Full HD 1080 - WIFI Integré - HDMI - 1 x USB 2.0 – Youtube', 'MULTISTREAM': 'MULTISTREAM', 'Récepteur\xa0prêt à\xa0installer ': ' soft + liste des chaines en place', 'transformateur\xa0 12 vdc': 'transformateur\xa0 12 vdc', 'cable HDMI': 'cable HDMI', 'Support recepteur': 'Support recepteur', 'oeil': 'oeil', '1* commande': '1* commande', 'SKU': ' NE215EA16E4A0NAFAMZ', 'Gamme de produits': ' ED1500', 'Modèle': ' ED1500', 'Taille (Longueur x Largeur x Hauteur cm)': ' 20 x 10 x 5', 'Poids (kg)': ' 0.5', 'Couleur': ' Noir et Doré'}",https://www.jumia.com.tn/newbox-recepteur-ed1500-full-hd-620217.html,15/09/2022 19:50:41
484,TN,Ibrave Détecteur signal satellite hd pour les techniciens paraboles,Ibrave,379.00 TND,4,383.20,TND,"{""Affichage direct des canaux gratuits / FTA, TV et Radio sur l'écran"": ""Affichage direct des canaux gratuits / FTA, TV et Radio sur l'écran"", 'Entrée AV-IN et Sortie AV-OUT- HDMI': 'Entrée AV-IN et Sortie AV-OUT- HDMI', 'Ecran couleur TFT LCD à 3,5"" (8,9 cm)': 'Ecran couleur TFT LCD à 3,5"" (8,9 cm)', ""Indication de l'intensité du signal (graphique en barres et en %)"": ""Indication de l'intensité du signal (graphique en barres et en %)"", 'Signal sonore lorsque le transpondeur est connécté': 'Signal sonore lorsque le transpondeur est connécté', 'Batterie Lithium-ion 3000mA': 'Batterie Lithium-ion 3000mA', 'Réception de programmes TV et radio DVB-S/S2 et H.265': 'Réception de programmes TV et radio DVB-S/S2 et H.265', 'Format vidéo': ' PAL/NTSC/SECAM/480p/720p/1080p', 'Mise à jour du logiciel via USB': 'Mise à jour du logiciel via USB', ""Garantie 1 an(La garantie n'inclut pas l'afficheur)"": ""Garantie 1 an(La garantie n'inclut pas l'afficheur)"", 'SKU': ' IB162EA1JD02KNAFAMZ', 'Modèle': ' IBRAVEBOX V8 Finder HD', 'Poids (kg)': ' 0.1', 'Couleur': ' Noir'}",https://www.jumia.com.tn/detecteur-signal-satellite-hd-pour-les-techniciens-paraboles-ibrave-mpg28494.html,15/09/2022 19:50:43
485,TN,Antenne tnt extérieure 31e uhf vhf,(1 avis vérifié),35.00 TND,1,35.00,TND,"{'Antenne TNT (télévision numérique terrestre)': 'Antenne TNT (télévision numérique terrestre)', 'Canaux 21-60 UHF': 'Canaux 21-60 UHF', 'Antenne Extérieure for TV 31E UHF-VHF': 'Antenne Extérieure for TV 31E UHF-VHF', 'Réception de signaux de bande UHF et VHF pour la TNT': 'Réception de signaux de bande UHF et VHF pour la TNT', 'Antenne amplifiée à gains réglables.': 'Antenne amplifiée à gains réglables.', 'SKU': ' SA050EA19YIT4NAFAMZ', 'Modèle': ' Antenne TNT', 'Poids (kg)': ' 0.1', 'Couleur': ' metal'}",https://www.jumia.com.tn/sans-marque-antenne-tnt-exterieure-31e-uhf-vhf-439177.html,15/09/2022 19:50:44
486,TN,Radio Commande - Super-tel,(4 avis vérifiés),13.00 TND,1,13.00,TND,"{'Supertel universal Remote': 'Supertel universal Remote', 'Produit de qualité\xa0 des boutons en plastique clairement étiquetés': 'Produit de qualité\xa0 des boutons en plastique clairement étiquetés', ""Rmplaçant jusqu'à 5 télécommandes"": ""Rmplaçant jusqu'à 5 télécommandes"", ""Il dispose d'une disposition complète des touches avec le télétexte et d'autres boutons plus rares."": ""Il dispose d'une disposition complète des touches avec le télétexte et d'autres boutons plus rares."", 'Il est préprogrammé avec la majorité des codes TV, VCR, DVD, DVR, PayTV, SatTV, etc.': 'Il est préprogrammé avec la majorité des codes TV, VCR, DVD, DVR, PayTV, SatTV, etc.', 'SKU': ' WH804EL09DPHGNAFAMZ', 'Modèle': ' Supertel', 'Poids (kg)': ' 1', 'Couleur': ' noir'}",https://www.jumia.com.tn/telecommande-supertel-white-label-mpg2396.html,15/09/2022 19:50:46
487,TN,Joybox Box Android - 6K-2G RAM/16G ROM,Joybox,199.90 TND,1,199.90 TND,TND,"{""Systéme d'exploitation"": '\xa0Android\xa010', 'Mémoire RAM': ' 2Go\xa0DDR3', 'Mémoire Flash ': ' 16Go EMMC', '6K Ultra HD': '6K Ultra HD', 'Résolution maximale ': ' H.265 HEVC 6K*4K*2K@60fps', 'Dual WIFI & Bluetooth\xa0. 6\xa0fois supérieure à la Full HD': 'Dual WIFI & Bluetooth\xa0. 6\xa0fois supérieure à la Full HD', 'Alimentation ': ' DC 5V / 2A', 'SKU': ' JO765EA06B184NAFAMZ', 'Modèle': ' mini', 'Taille (Longueur x Largeur x Hauteur cm)': ' 88,4 x 88,4 x 18,6 mm', 'Poids (kg)': ' 0.1', 'Couleur': ' blanc'}",https://www.jumia.com.tn/box-android-6k-2g-ram16g-rom-joybox-mpg27228.html,15/09/2022 19:50:47
488,TN,Hdmi And More Carte de Video Capture HD Enregistreur Jeux Live Streaming,Hdmi And More,48.00 TND,2,48.00 TND,TND,"{""Convient pour l'enregistrement vidéo, les jeux en\n temps réel, l'enseignement en ligne, l'enregistrement de conférence, \nl'imagerie médicale, etc. Il peut être enregistré en permanence sur \nl'ordinateur pour une visualisation répétée. Transmission à grande \nvitesse, pas de retard. Vous pouvez utiliser les fonctions intégrées du \nlogiciel actuel pour obtenir une expérience vidéo fluide."": ""Convient pour l'enregistrement vidéo, les jeux en\n temps réel, l'enseignement en ligne, l'enregistrement de conférence, \nl'imagerie médicale, etc. Il peut être enregistré en permanence sur \nl'ordinateur pour une visualisation répétée. Transmission à grande \nvitesse, pas de retard. Vous pouvez utiliser les fonctions intégrées du \nlogiciel actuel pour obtenir une expérience vidéo fluide."", ""Pas besoin d'installer de pilotes. \nVous pouvez connecter la source de signal UHD et le port d'entrée HDMI \nde la carte de capture USB via un câble HDMI. Aucune alimentation \nexterne n'est requise, compacte et facile à transporter."": ""Pas besoin d'installer de pilotes. \nVous pouvez connecter la source de signal UHD et le port d'entrée HDMI \nde la carte de capture USB via un câble HDMI. Aucune alimentation \nexterne n'est requise, compacte et facile à transporter."", ""La carte de capture n'a pas besoin d'installer de\n pilote, vous pouvez donc utiliser les fonctions intégrées du logiciel \nactuel pour obtenir une expérience transparente. Le port de streaming \nhaute vitesse USB 2.0 vous permet de diffuser facilement pour Twitch, \nYoutube, OBS, Potplayer et VLC."": ""La carte de capture n'a pas besoin d'installer de\n pilote, vous pouvez donc utiliser les fonctions intégrées du logiciel \nactuel pour obtenir une expérience transparente. Le port de streaming \nhaute vitesse USB 2.0 vous permet de diffuser facilement pour Twitch, \nYoutube, OBS, Potplayer et VLC."", 'Notre carte de capture vidéo est compatible avec la \nplupart des programmes de capture, tels que VLC / OBS / Amcap, etc. Et \nil est également compatible avec Windows / Android / MacOS.': 'Notre carte de capture vidéo est compatible avec la \nplupart des programmes de capture, tels que VLC / OBS / Amcap, etc. Et \nil est également compatible avec Windows / Android / MacOS.', 'Pas besoin de se connecter à l’alimentation, \npas de pilote. Vous avez juste besoin d’un câble HDMI pour connecter \nfacilement votre appareil photo ou DSLR à votre PC via la carte \nd’acquisition vidéo, pratique et rapide.': 'Pas besoin de se connecter à l’alimentation, \npas de pilote. Vous avez juste besoin d’un câble HDMI pour connecter \nfacilement votre appareil photo ou DSLR à votre PC via la carte \nd’acquisition vidéo, pratique et rapide.', 'SKU': ' HD416EA1FZLS0NAFAMZ', 'Modèle': ' HDMI video capture', 'Poids (kg)': ' 0.1', 'Couleur': ' NOIR'}",https://www.jumia.com.tn/carte-de-video-capture-hd-enregistreur-jeux-live-streaming-hdmi-and-more-mpg33451.html,15/09/2022 19:50:47
489,TN,SAMBOX Box TV Android-4K-4Go/64Go,SAMBOX,235.00 TND,1,235.00 TND,TND,"{""Systéme d'exploitation"": '\xa0Android\xa010', 'Mémoire RAM': ' 4 Go\xa0DDR3', 'Mémoire Flash': ' 64Go EMMC', '6K Ultra HD': '6K Ultra HD', 'Résolution Max': '\xa0H.265 HEVC 6K*4K*2K@60fps', 'Dual WIFI & Bluetooth\xa0. 6\xa0fois supérieure à la Full HD': 'Dual WIFI & Bluetooth\xa0. 6\xa0fois supérieure à la Full HD', ""Cet appareil n'inclut aucun type d'ip-tv"": ""Cet appareil n'inclut aucun type d'ip-tv"", 'SKU': ' SA173EA1HWFEGNAFAMZ', 'Modèle': ' Box TV Android-4K-4Go/64Go', 'Poids (kg)': ' 1', 'Couleur': ' NOIR'}",https://www.jumia.com.tn/sambox-box-tv-android-4k-4go64go-623509.html,15/09/2022 19:50:48
490,TN,SAMBOX Box TV Android-4K-4Go/64Go,SAMBOX,230.00 TND,1,230.00,TND,"{""Systéme d'exploitation"": '\xa0Android\xa010', 'Mémoire RAM': ' 4 Go\xa0DDR3', 'Mémoire Flash': ' 64Go EMMC', '6K Ultra HD': '6K Ultra HD', 'Résolution Max': '\xa0H.265 HEVC 6K*4K*2K@60fps', 'Dual WIFI & Bluetooth\xa0. 6\xa0fois supérieure à la Full HD': 'Dual WIFI & Bluetooth\xa0. 6\xa0fois supérieure à la Full HD', ""Cet appareil n'inclut aucun type d'ip-tv"": ""Cet appareil n'inclut aucun type d'ip-tv"", 'SKU': ' SA173EA0JVRD0NAFAMZ', 'Modèle': ' Box TV Android-4K-4Go/64Go', 'Poids (kg)': ' 0.1', 'Couleur': ' noir'}",https://www.jumia.com.tn/box-tv-android-4k-4go64go-sambox-mpg27344.html,15/09/2022 19:50:50
491,TN,Starsat Afficheur IR Infrarouge - Pour Récepteurs HD,Starsat,13.50 TND,4,17.68,TND,"{'Afficheur\xa0pour mini recepteur': 'Afficheur\xa0pour mini recepteur', 'Starsat 2090/2070/2020 super': 'Starsat 2090/2070/2020 super', 'Smasat 1300/5200/5200 SUPER/1400': 'Smasat 1300/5200/5200 SUPER/1400', 'Geant\xa0tout les model': 'Geant\xa0tout les model', 'Newbox tout les model': 'Newbox tout les model', 'Samsat 5050/9090/1515': 'Samsat 5050/9090/1515', 'SKU': ' ST794EA0MJWUWNAFAMZ', 'Modèle': ' IR AFFICHEUR', 'Poids (kg)': ' 0.5', 'Couleur': ' Noir'}",https://www.jumia.com.tn/afficheur-ir-infrarouge-pour-recepteurs-hd-starsat-mpg20184.html,15/09/2022 19:50:52
492,TN,Adaptateur VGA vers HDMI,(1 avis vérifié),34.00 TND,1,34.00,TND,"{'Convertisseur VGA vers HDMI': 'Convertisseur VGA vers HDMI', 'Convertisseur universel pour entrée composite analogique vers sortie\xa0 HDMI 1080p (60 Hz)': 'Convertisseur universel pour entrée composite analogique vers sortie\xa0 HDMI 1080p (60 Hz)', 'Supporte les entrées TV aux formats standards comme PAL, NTSC 3.58, NTSC4.43, SECAM, PAL / M, PAL / N': 'Supporte les entrées TV aux formats standards comme PAL, NTSC 3.58, NTSC4.43, SECAM, PAL / M, PAL / N', 'Supporte une sortie HDMI 1080p': 'Supporte une sortie HDMI 1080p', 'SKU': ' MI867EA181YAGNAFAMZ', 'Gamme de produits': ' CONVERTISSEUR', 'Modèle': ' VGA TO HDMI', 'Taille (Longueur x Largeur x Hauteur cm)': ' x', 'Poids (kg)': ' 1', 'Couleur': ' blanc'}",https://www.jumia.com.tn/adaptateur-vga-vers-hdmi-mip-mpg8453.html,15/09/2022 19:50:53
493,TN,Sat Pack de 10 Fiches F - Professionnel avec joint d'étanchéité,Sat,15.00 TND,1,15.00 TND,TND,"{'- Connecteurs à vis F de qualité professionnelle': '- Connecteurs à vis F de qualité professionnelle', '- Convient aux câbles de 6,5 mm à 7 mm de diamètre extérieur': '- Convient aux câbles de 6,5 mm à 7 mm de diamètre extérieur', '- Quantité': ' 10', '- Fabrication': ' Fabriqué en Espagne', '- Garantie': '- Garantie', 'SKU': ' SA404EA04F1P0NAFAMZ', 'Modèle': ' FICH F AVEC JOIN', 'Poids (kg)': ' 0.5', 'Couleur': ' SILVER'}",https://www.jumia.com.tn/sat-pack-de-10-fiches-f-professionnel-avec-joint-detancheite-502470.html,15/09/2022 19:50:54
494,TN,HDMI Repeater 4K*2k &adaptateur HDMI femelle&femelle,(4 avis vérifiés),9.99 TND,1,9.99,TND,"{'Le Répéteur HDMIamplifie le signal audio/vidéo HDMI 2.0b avec deux câbles HDMI. Portée 4 K \xa060 Hz jusqu’à 25 m, 30 m à 4 K \xa030Hz, 40 m à 1080p': 'Le Répéteur HDMIamplifie le signal audio/vidéo HDMI 2.0b avec deux câbles HDMI. Portée 4 K \xa060 Hz jusqu’à 25 m, 30 m à 4 K \xa030Hz, 40 m à 1080p', 'Connection HDMI Input Femelle Input – HDMI Output Femelle': 'Connection HDMI Input Femelle Input – HDMI Output Femelle', 'Prise en charge des 4 Kx2 K @ 60 Hz YUV 4\u202f': ' 4\u202f', 'Extension du signal jusqu’à 40 mètres': 'Extension du signal jusqu’à 40 mètres', ""Compatible avec HDCP 2.2 et 1.4 protection contre la copie, pour passage d'un HDMI contrôle CEC"": ""Compatible avec HDCP 2.2 et 1.4 protection contre la copie, pour passage d'un HDMI contrôle CEC"", ""Compatibile avec tout type d'appareils HDMI dont les ordinateurs PC ou Mac, Xbox One, PS4, Lecteur Blu-ray etc. Très facile à installer et à utiliser gràce à un design simple et compact."": ""Compatibile avec tout type d'appareils HDMI dont les ordinateurs PC ou Mac, Xbox One, PS4, Lecteur Blu-ray etc. Très facile à installer et à utiliser gràce à un design simple et compact."", 'SKU': ' WH804EA0HRR0ONAFAMZ', 'Modèle': ' HDMI REPEATER 4K x 2K', 'Poids (kg)': ' 0.1', 'Couleur': ' Noir'}",https://www.jumia.com.tn/sans-marque-hdmi-repeater-4k2k-adaptateur-hdmi-femellefemelle-284892.html,15/09/2022 19:50:56
495,TN,Switch HDMI Splitter 2 Ports - HDMI -4k*2k,(Pas d'avis disponibles),49.00 TND,1,49.00 TND,TND,"{'Convertisseur Splitter HDMI 4 Ports -\xa0Interfaces': '\xa01 entrée HDMI,\xa02 sorties HDMI', 'Distribue 1 source HDMI à 2 écrans HDMI simultanément': 'Distribue 1 source HDMI à 2 écrans HDMI simultanément', 'Offre une solution vidéo HD pour HDTV, STB, DVD,': 'Offre une solution vidéo HD pour HDTV, STB, DVD,', 'Usine de projecteur, centre de contrôle de données,': 'Usine de projecteur, centre de contrôle de données,', ""Distribution d'information, éducation et formation, home cinéma"": ""Distribution d'information, éducation et formation, home cinéma"", 'SKU': ' SA050EA0IM98SNAFAMZ', 'Modèle': ' uhd 4k*2k', 'Poids (kg)': ' 0.2', 'Couleur': ' noir'}",https://www.jumia.com.tn/sans-marque-switch-hdmi-splitter-2-ports-hdmi-4k2k-517213.html,15/09/2022 19:50:57
