,Country Code,Category,Name,Avg Price,Currency,Nb of Offers,Rank,Rating,Reviews,Description,scrape_link,date_scraped,Varumärke,Bildstorlek,Upplösning,Bildskärmsteknik,HDR,Smart TV,Lanseringsår,Pris/tum,Produktnamn,Kategori,"TV-mottagare, digital",Dubbla mottagare,Stöd för CI/CA-modul,CI+,Typ av digital-mottagare,"Analog 3,5mm-ingång (Aux)",Digital optisk ut (S/PDIF),HDMI,Antal HDMI-ingångar,HDCP-version,HDMI-version,Standarder som stöds,Hörlursutgång,Komponent in (YPbPr/YCbCr),Komposit in,USB-kontakt,Inspelningsfunktion via USB (PVR),USB 2.0,USB 3.1 Gen 1 (5Gbps),USB-kontakter (totalt),VGA in,Övriga anslutningar,Bildfrekvens,Bildförhållande,Bildstorlek (cm),Ljusstyrka,Rörelseförbättring (frekvens/index),Typ av index/mätmetod,Skärmtyp,Stödda videoformat,Uppdateringsfrekvens,Bildfiler som stöds,Ljudfiler som stöds,Ljudformat,Videofiler som stöds,Tillgängliga färger,Utformning panel,"Djup, utan stativ","Höjd, utan stativ",Mått (BxHxD),Bredd,Djup,Höjd,Produktvikt,"Vikt, utan stativ",Funktioner,Internettjänster/appar som stöds,Operativsystem,Ethernet-anslutning,Trådlöst nätverk (Wi-Fi),Trådlös nätverkstandard (IEEE 802.11),3D-stöd (3D-ready),DLNA,Full HD (HD ready 1080p),4K120,Ultra HD-certifierad (UHD/4K),Typ av HDR,Streaming-standarder,VESA-fäste,Typ av VESA-fäste,Inbyggda högtalare,Processorhastighet,Anslutning för 9V/12V/14V,Effektförbrukning drift (min-max),Effektförbrukning standby/viloläge,Energiförbrukning i HDR-läge (per 1000h),Energiförbrukning i SDR-läge (per 1000h),Energiklass (A-G),Energiklass (HDR),Bakbelysning,Diodplacering,Teknologier,Paneltyp
38,SW,TV,"Philips 65OLED856 65"" 4K Ultra HD (3840x2160) OLED Smart TV",20847.14285714286,SEK,7,Rank 39,3.5,(1 omdöme),"Det billigaste priset för Philips 65OLED856 65"" 4K Ultra HD (3840x2160) OLED Smart TV just nu är 13 990 kr. Det är en av de 100 mest populära produkterna i kategorin TV med ett genomsnittligt betyg på 3.5 av 5.  Prisjakt jämför priser och erbjudanden från 7 butiker. ",https://www.prisjakt.nu/produkt.php?p=5729556,13/08/2022 17:16:02,Philips,65 tum,4K Ultra HD (3840x2160),OLED,Ja,Ja,2021,215.23 kr/tum,"Philips 65OLED856 65"" 4K Ultra HD (3840x2160) OLED Smart TV",TV,Ja,,Ja,Ja,"DVB-T (marksänd digital-TV), DVB-C (digital kabel-TV), DVB-S (satellit-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",,Ja,Ja,1 st,2.3,2.1,"eARC, ARC",Ja,,,Ja,,,,,,,120p,16:9,164 cm,,,,OLED,2160p (4K Ultra HD),120 Hz,"JPEG/JPG, PNG, BMP, GIF","MP3, WMA, WAV (PCM), AAC","DTS HD High Resolution Audio, Dolby Atmos","MPEG1, MPEG2, MPEG4, AVC/H.264, AVI, Matroska (MKV), HEVC/H.265","Svart, Grå",Platt,68 mm,829.5 mm,,1448.7 mm,291.8 mm,829.5 mm,24.3 kg,28.1 kg,"Bluetooth, Omgivningsljus (Ambilight), Stöd för HbbTV, Adaptiv synk-teknik, ALLM, Variable Refresh Rate (VRR)","YouTube, Spotify, Netflix, SVT Play, Amazon Prime Video",Android TV,Ja,Ja,802.11ac (Wi-Fi 5),Nej,,Ja,Ja,Ja,"Dolby Vision, HDR10, HLG, HDR10+",,Ja,300x300mm,,,Nej,148 W,,99 kWh,148 kWh,,G,,,,
39,SW,TV,"Philips 43PUS7556 43"" 4K Ultra HD (3840x2160) LCD Smart TV",4077.8,SEK,15,Rank 40,2.3,(1 omdöme),"Det billigaste priset för Philips 43PUS7556 43"" 4K Ultra HD (3840x2160) LCD Smart TV just nu är 2 990 kr. Det är en av de 100 mest populära produkterna i kategorin TV med ett genomsnittligt betyg på 2.3 av 5.  Prisjakt jämför priser och erbjudanden från 20 butiker. ",https://www.prisjakt.nu/produkt.php?p=5793353,13/08/2022 17:16:06,Philips,43 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,,69.53 kr/tum,"Philips 43PUS7556 43"" 4K Ultra HD (3840x2160) LCD Smart TV",TV,Ja,,Ja,Ja,"DVB-T (marksänd digital-TV), DVB-C (digital kabel-TV), DVB-S (satellit-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",,Ja,Ja,3 st,,,,,,,Ja,,,,2 st,,,"24p, 30p, 60p, 50p",16:9,108 cm,,,,LED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",,,"MP3, WMA, WAV (PCM), AAC",Dolby Atmos,"MPEG1, MPEG2, MPEG4, AVC/H.264, AVI, Matroska (MKV), HEVC/H.265",Silver,,82.1 mm,560.2 mm,,958.4 mm,226.6 mm,590.2 mm,7.8 kg,7.6 kg,"Omgivningsljus (Ambilight), Variable Refresh Rate (VRR)","YouTube, Netflix, SVT Play",Saphi,Ja,Ja,802.11n (Wi-Fi 4),,,Ja,,Ja,"Dolby Vision, HLG",,Ja,,,,Nej,,0.3 W,,,,,LED (lysdiod),,,
40,SW,TV,"Sony Bravia XR-65A90J 65"" 4K Ultra HD (3840x2160) OLED Google TV",34769.7,SEK,10,Rank 41,,,"Det billigaste priset för Sony Bravia XR-65A90J 65"" 4K Ultra HD (3840x2160) OLED Google TV just nu är 29 158 kr. Det är en av de 100 mest populära produkterna i kategorin TV.  Prisjakt jämför priser och erbjudanden från 10 butiker. ",https://www.prisjakt.nu/produkt.php?p=5727057,13/08/2022 17:16:08,Sony,65 tum,4K Ultra HD (3840x2160),OLED,Ja,Ja,2021,448.58 kr/tum,"Sony Bravia XR-65A90J 65"" 4K Ultra HD (3840x2160) OLED Google TV",TV,Ja,Ja,Ja,Ja,"DVB-T (marksänd digital-TV), DVB-C (digital kabel-TV), DVB-S (satellit-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",,Ja,Ja,4 st,,,,Ja,,,Ja,Ja,,,3 st,,,120p,,164 cm,,,,OLED,"480p, 2160p (4K Ultra HD)",100 Hz,,,Dolby Atmos,,"Svart, Vit, Titan",,41 mm,,,1444 mm,317 mm,902 mm,24.6 kg,22.5 kg,"Bluetooth, Röststyrning, Stöd för HomeKit, ALLM, Variable Refresh Rate (VRR)",SVT Play,Android TV,Ja,Ja,"802.11a, 802.11b, 802.11g, 802.11n (Wi-Fi 4), 802.11ac (Wi-Fi 5)",,Ja,Ja,Ja,Ja,,,Ja,300x300mm,,,Nej,138 W,0.5 W,156 kWh,138 kWh,G,G,,,,
41,SW,TV,"Samsung QLED QE85Q80A 85"" 4K Ultra HD (3840x2160) Smart TV",32335.4,SEK,10,Rank 42,3.8,(1 omdöme),"Det billigaste priset för Samsung QLED QE85Q80A 85"" 4K Ultra HD (3840x2160) Smart TV just nu är 16 990 kr. Det är en av de 100 mest populära produkterna i kategorin TV med ett genomsnittligt betyg på 3.8 av 5.  Prisjakt jämför priser och erbjudanden från 10 butiker. ",https://www.prisjakt.nu/produkt.php?p=5753159,13/08/2022 17:16:10,Samsung,85 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,2021,199.88 kr/tum,"Samsung QLED QE85Q80A 85"" 4K Ultra HD (3840x2160) Smart TV",TV,Ja,Ja,Ja,Ja,"DVB-T (marksänd digital-TV), DVB-C (digital kabel-TV), DVB-S (satellit-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",,,Ja,4 st,,2.1,eARC,,,,Ja,Ja,,,2 st,Nej,,"24p, 30p, 60p, 50p, 120p",16:9,214 cm,,,,QLED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",120 Hz,,,"Dolby Digital 5.1, Dolby Digital Plus, Dolby Atmos",,"Svart, Silver, Grå",Platt,,1083 mm,,1892 mm,,,,50.1 kg,"Bild-i-Bild (PiP), Bluetooth, Röststyrning, Time-shift, Mobilapp för styrning av funktioner, Stöd för HbbTV, Adaptiv synk-teknik, ALLM, Variable Refresh Rate (VRR)",,Tizen OS,Ja,Ja,"802.11a, 802.11b, 802.11g, 802.11n (Wi-Fi 4), 802.11ac (Wi-Fi 5)",Nej,Ja,Ja,Ja,Ja,"HDR10, HLG, HDR10+",,Ja,600x400mm,,,Nej,475 W,0.5 W,,,G,,LED (lysdiod),Bakbelyst (Back),"Quantum dot, Local Dimming",
42,SW,TV,"Samsung QLED QE55QN85A 55"" 4K Ultra HD (3840x2160) Smart TV",12271.583333333334,SEK,12,Rank 43,,,"Det billigaste priset för Samsung QLED QE55QN85A 55"" 4K Ultra HD (3840x2160) Smart TV just nu är 9 990 kr. Det är en av de 100 mest populära produkterna i kategorin TV.  Prisjakt jämför priser och erbjudanden från 12 butiker. ",https://www.prisjakt.nu/produkt.php?p=5724731,13/08/2022 17:16:14,Samsung,55 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,2021,181.64 kr/tum,"Samsung QLED QE55QN85A 55"" 4K Ultra HD (3840x2160) Smart TV",TV,Ja,Ja,Ja,Ja,"DVB-T (marksänd digital-TV), DVB-C (digital kabel-TV), DVB-S (satellit-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",,,Ja,1 st,,2.1,eARC,Nej,,,Ja,,,,2 st,,,"24p, 30p, 60p, 50p, 120p",16:9,138 cm,,,,Neo QLED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",,,,,,"Svart, Silver, Grå",Platt,26.9 mm,706 mm,,1227.4 mm,257.5 mm,767.8 mm,20.8 kg,17.7 kg,"Bild-i-Bild (PiP), Bluetooth, Röststyrning, Stöd för NFC, Adaptiv synk-teknik, Variable Refresh Rate (VRR)",,Tizen OS,Ja,Ja,,,Ja,Ja,Ja,Ja,HDR10,,Ja,"200x200mm, 600x400mm",,,Nej,,0.5 W,162 kWh,77 kWh,G,G,LED (lysdiod),Bakbelyst (Back),"Quantum dot, Local Dimming, Mini-LED",IPS
43,SW,TV,"Philips 32PFS6906 32"" Full HD (1920x1080) LCD Smart TV",3805.2,SEK,15,Rank 44,,,"Det billigaste priset för Philips 32PFS6906 32"" Full HD (1920x1080) LCD Smart TV just nu är 3 185 kr. Det är en av de 100 mest populära produkterna i kategorin TV.  Prisjakt jämför priser och erbjudanden från 19 butiker. ",https://www.prisjakt.nu/produkt.php?p=5805560,13/08/2022 17:16:16,Philips,32 tum,Full HD (1920x1080),LCD,Ja,Ja,2021,99.53 kr/tum,"Philips 32PFS6906 32"" Full HD (1920x1080) LCD Smart TV",TV,Ja,Nej,Ja,Ja,"DVB-T (marksänd digital-TV), DVB-C (digital kabel-TV), DVB-S (satellit-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",1 st,Ja,Ja,3 st,2.3,,ARC,Ja,0 st,0 st,Ja,Nej,2 st,0 st,2 st,Nej,,"24p, 30p, 60p, 50p",16:9,80 cm,,,,LED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i",60 Hz,"JPEG/JPG, PNG, BMP, GIF","MP3, WMA, WAV (PCM), AAC","DTS HD High Resolution Audio, Dolby Atmos","MPEG1, MPEG2, MPEG4, AVI, Matroska (MKV), HEVC/H.265, VP9",Silver,Platt,73.9 mm,429 mm,,723.8 mm,160.3 mm,449.5 mm,4.9 kg,4.8 kg,"Bluetooth, Omgivningsljus (Ambilight), Stöd för HbbTV","YouTube, Netflix, SVT Play, TV4 Play, SF Anytime, Amazon Prime Video",Android TV,Ja,Ja,802.11n (Wi-Fi 4),Nej,Ja,Ja,,Nej,"HDR10, HLG",Google Cast/Chromecast,Ja,100x200mm,2-kanal (Stereo),,Nej,35 - 39 W,2 W,39 kWh,35 kWh,F,G,LED (lysdiod),Kantbelyst (Edge),,
44,SW,TV,"Samsung QLED QE75QN95A 75"" 4K Ultra HD (3840x2160) Smart TV",29491.166666666668,SEK,6,Rank 45,4.2,(2 omdömen),"Det billigaste priset för Samsung QLED QE75QN95A 75"" 4K Ultra HD (3840x2160) Smart TV just nu är 24 990 kr. Det är en av de 100 mest populära produkterna i kategorin TV med ett genomsnittligt betyg på 4.2 av 5.  Prisjakt jämför priser och erbjudanden från 6 butiker. ",https://www.prisjakt.nu/produkt.php?p=5724738,13/08/2022 17:16:18,Samsung,75 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,SW,TV,"Samsung QLED QE50QN90A 50"" 4K Ultra HD (3840x2160) Smart TV",15316.733333333334,SEK,15,Rank 46,,,"Det billigaste priset för Samsung QLED QE50QN90A 50"" 4K Ultra HD (3840x2160) Smart TV just nu är 10 810 kr. Det är en av de 100 mest populära produkterna i kategorin TV.  Prisjakt jämför priser och erbjudanden från 15 butiker. ",https://www.prisjakt.nu/produkt.php?p=5733646,13/08/2022 17:16:22,Samsung,50 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,2021,216.2 kr/tum,"Samsung QLED QE50QN90A 50"" 4K Ultra HD (3840x2160) Smart TV",TV,Ja,Ja,Ja,Ja,"DVB-C (digital kabel-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",,,Ja,4 st,,2.1,eARC,Nej,,,Ja,Ja,,,2 st,,,"24p, 30p, 60p, 50p, 120p",16:9,125 cm,,Ja,,Neo QLED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",120 Hz,,,Dolby Digital Plus,,Svart,Platt,26.9 mm,644.9 mm,,1114 mm,222.6 mm,708.9 mm,18.6 kg,14 kg,"Bild-i-Bild (PiP), Bluetooth, Röststyrning, Stöd för HbbTV, Adaptiv synk-teknik, ALLM, Variable Refresh Rate (VRR)",,Tizen OS,,Ja,"802.11a, 802.11ac (Wi-Fi 5)",Nej,Ja,Ja,Ja,Ja,"HDR10, HLG",,Ja,,,,Nej,175 W,0.5 W,130 kWh,65 kWh,F,G,LED (lysdiod),Bakbelyst (Back),"Quantum dot, Local Dimming, Mini-LED",VA
46,SW,TV,"Samsung QLED QE55Q70A 55"" 4K Ultra HD (3840x2160) Smart TV",10242.964285714286,SEK,28,Rank 47,3.3,(1 omdöme),"Det billigaste priset för Samsung QLED QE55Q70A 55"" 4K Ultra HD (3840x2160) Smart TV just nu är 6 990 kr. Det är en av de 100 mest populära produkterna i kategorin TV med ett genomsnittligt betyg på 3.3 av 5.  Prisjakt jämför priser och erbjudanden från 28 butiker. ",https://www.prisjakt.nu/produkt.php?p=5734736,13/08/2022 17:16:27,Samsung,55 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,2021,127.09 kr/tum,"Samsung QLED QE55Q70A 55"" 4K Ultra HD (3840x2160) Smart TV",TV,Ja,Nej,Ja,Ja,,,Ja,Ja,4 st,,,,Nej,,,Ja,Ja,,,2 st,,,"24p, 30p, 60p, 50p",16:9,138 cm,,Ja,Samsung Picture Quality Index (PQI) 3400,QLED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",120 Hz,,,Dolby Digital Plus,,"Svart, Grå, Titan",,,709.2 mm,,1232.9 mm,249.1 mm,774.1 mm,17.1 kg,15.5 kg,"Bluetooth, Röststyrning, Stöd för HbbTV, Adaptiv synk-teknik, ALLM, Variable Refresh Rate (VRR)",,Tizen OS,Ja,Ja,"802.11a, 802.11ac (Wi-Fi 5)",,Ja,Ja,,Ja,"HDR10, HLG",,Ja,200x200mm,,,Nej,205 W,0.5 W,150 kWh,77 kWh,F,G,LED (lysdiod),Bakbelyst (Back),Quantum dot,
47,SW,TV,"Samsung QLED QE85QN85A 85"" 4K Ultra HD (3840x2160) Smart TV",43139.333333333336,SEK,3,Rank 48,,,"Det billigaste priset för Samsung QLED QE85QN85A 85"" 4K Ultra HD (3840x2160) Smart TV just nu är 32 990 kr. Det är en av de 100 mest populära produkterna i kategorin TV.  Prisjakt jämför priser och erbjudanden från 3 butiker. ",https://www.prisjakt.nu/produkt.php?p=5734914,13/08/2022 17:16:30,Samsung,85 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,2021,388.12 kr/tum,"Samsung QLED QE85QN85A 85"" 4K Ultra HD (3840x2160) Smart TV",TV,Ja,Ja,Ja,Ja,"DVB-T (marksänd digital-TV), DVB-C (digital kabel-TV), DVB-S (satellit-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",,,Ja,1 st,,2.1,eARC,Nej,,,Ja,,,,2 st,,,"24p, 30p, 60p, 50p, 120p",16:9,214 cm,,,,Neo QLED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",,,,,,"Svart, Silver, Grå",Platt,27.2 mm,,,1892.2 mm,340 mm,1143.5 mm,51.6 kg,44.5 kg,"Bild-i-Bild (PiP), Bluetooth, Röststyrning, Adaptiv synk-teknik, Variable Refresh Rate (VRR)",,Tizen OS,,Ja,,,Ja,Ja,Ja,Ja,HDR10,,Ja,600x400mm,,,Nej,,0.5 W,288 kWh,122 kWh,E,G,LED (lysdiod),Bakbelyst (Back),"Quantum dot, Local Dimming, Mini-LED",VA
48,SW,TV,"LG OLED55G1 55"" 4K Ultra HD (3840x2160) OLED Smart TV",18145.0,SEK,5,Rank 49,4.2,(2 omdömen),"Det billigaste priset för LG OLED55G1 55"" 4K Ultra HD (3840x2160) OLED Smart TV just nu är 14 986 kr. Det är en av de 100 mest populära produkterna i kategorin TV med ett genomsnittligt betyg på 4.2 av 5.  Prisjakt jämför priser och erbjudanden från 5 butiker. ",https://www.prisjakt.nu/produkt.php?p=5688337,13/08/2022 17:16:34,LG,55 tum,4K Ultra HD (3840x2160),OLED,Ja,Ja,2021,272.47 kr/tum,"LG OLED55G1 55"" 4K Ultra HD (3840x2160) OLED Smart TV",TV,Ja,Nej,Ja,Ja,"DVB-T (marksänd digital-TV), DVB-C (digital kabel-TV), DVB-S (satellit-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",0 st,Ja,Ja,4 st,2.2,2.1,eARC,Ja,0 st,0 st,Ja,Nej,3 st,0 st,3 st,Nej,,"24p, 30p, 60p, 50p, 120p",16:9,139 cm,,Ja,LG OLED Motion Pro,OLED evo,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",120 Hz,"JPEG/JPG, PNG, BMP","MP3, WMA, WAV (PCM), AAC, AAC+, eAAC+",Dolby Atmos,"Xvid, MPEG1, MPEG2, MPEG4, WMV, 3GP/3GPP, AVC/H.264, WMV9 HD (VC-1), AVI, Matroska (MKV), MOV, TS, HEVC/H.265, VP9","Svart, Silver",Platt,23.1 mm,706 mm,,1225 mm,271 mm,765 mm,22.5 kg,21.8 kg,"Bild-i-Bild (PiP), Bluetooth, Röststyrning, Time-shift, Stöd för NFC, Mobilapp för styrning av funktioner, Stöd för HbbTV, Adaptiv synk-teknik, Stöd för HomeKit, ALLM, Variable Refresh Rate (VRR)","YouTube, Spotify, Webbläsare, Netflix, Viaplay, HBO GO, SVT Play, TV4 Play, SF Anytime, HBO Nordic, Amazon Prime Video, Apple TV+",WebOS,Ja,Ja,"802.11a, 802.11b, 802.11g, 802.11n (Wi-Fi 4), 802.11ac (Wi-Fi 5)",Nej,Ja,Ja,Ja,Ja,"Dolby Vision, HDR10, HLG","AirPlay, WiDi (Wireless Display), Miracast, AirPlay 2",Ja,,Flerkanal,,Nej,107 - 165 W,0.5 W,165 kWh,107 kWh,G,G,,,,
49,SW,TV,"Samsung OLED S95B 65"" 4K Ultra HD (3840x2160) Smart TV",35574.916666666664,SEK,12,Rank 50,,,"Det billigaste priset för Samsung OLED S95B 65"" 4K Ultra HD (3840x2160) Smart TV just nu är 30 999 kr. Det är en av de 100 mest populära produkterna i kategorin TV.  Prisjakt jämför priser och erbjudanden från 12 butiker. ",https://www.prisjakt.nu/produkt.php?p=6028892,13/08/2022 17:16:36,Samsung,65 tum,4K Ultra HD (3840x2160),OLED,Ja,Ja,2022,476.91 kr/tum,"Samsung OLED S95B 65"" 4K Ultra HD (3840x2160) Smart TV",TV,Ja,,,,,,,,,,,,,,,,,,,,,,,16:9,,,,,QD-OLED,2160p (4K Ultra HD),120 Hz,,,,,"Svart, Silver",Platt,,,,,,,,,Bluetooth,,Tizen OS,,Ja,,Nej,,Ja,Ja,Ja,,,,,,,Nej,,,,,,,,,,
50,SW,TV,"Samsung QLED QE55QN95A 55"" 4K Ultra HD (3840x2160)",18550.46153846154,SEK,13,Rank 51,4.1,(3 omdömen),"Det billigaste priset för Samsung QLED QE55QN95A 55"" 4K Ultra HD (3840x2160) just nu är 11 990 kr. Det är en av de 100 mest populära produkterna i kategorin TV med ett genomsnittligt betyg på 4.1 av 5.  Prisjakt jämför priser och erbjudanden från 13 butiker. ",https://www.prisjakt.nu/produkt.php?p=5724734,13/08/2022 17:16:40,Samsung,55 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,2021,218 kr/tum,"Samsung QLED QE55QN95A 55"" 4K Ultra HD (3840x2160)",TV,Ja,Ja,Ja,Ja,"DVB-C (digital kabel-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",,,Ja,4 st,,,,Nej,,,Ja,,,,2 st,,,"24p, 30p, 60p, 50p, 120p",16:9,138 cm,,,,Neo QLED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",120 Hz,,,,,"Svart, Silver, Grå",Platt,25.9 mm,,,1227.4 mm,235.2 mm,768 mm,21 kg,16.8 kg,"Bild-i-Bild (PiP), Bluetooth, Röststyrning, Stöd för NFC, Adaptiv synk-teknik, One Connect, Slim One Connect",SVT Play,Tizen OS,Ja,Ja,802.11ac (Wi-Fi 5),,Ja,Ja,Ja,Ja,"HDR10, HLG, HDR10+",,Ja,200x200mm,,,Nej,,0.5 W,200 kWh,103 kWh,G,G,LED (lysdiod),Bakbelyst (Back),"Quantum dot, Local Dimming, Mini-LED",VA
51,SW,TV,"Samsung QLED QE55QN90A 55"" 4K Ultra HD (3840x2160) Smart TV",16356.2,SEK,15,Rank 52,3.8,(1 omdöme),"Det billigaste priset för Samsung QLED QE55QN90A 55"" 4K Ultra HD (3840x2160) Smart TV just nu är 9 386 kr. Det är en av de 100 mest populära produkterna i kategorin TV med ett genomsnittligt betyg på 3.8 av 5.  Prisjakt jämför priser och erbjudanden från 17 butiker. ",https://www.prisjakt.nu/produkt.php?p=5734913,13/08/2022 17:16:43,Samsung,55 tum,4K Ultra HD (3840x2160),LCD,Ja,Ja,2021,170.65 kr/tum,"Samsung QLED QE55QN90A 55"" 4K Ultra HD (3840x2160) Smart TV",TV,Ja,Ja,Ja,Ja,"DVB-C (digital kabel-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",,Ja,Ja,4 st,,2.1,eARC,Nej,,,Ja,Ja,,,2 st,,,"24p, 30p, 60p, 50p, 120p",16:9,138 cm,,Ja,,Neo QLED,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",120 Hz,,,Dolby Digital Plus,,"Svart, Silver, Titan",,26.9 mm,706.2 mm,,1227.4 mm,235.2 mm,768 mm,21.9 kg,17.7 kg,"Bild-i-Bild (PiP), Bluetooth, Röststyrning, Stöd för HbbTV, Adaptiv synk-teknik, ALLM, Variable Refresh Rate (VRR)",Webbläsare,Tizen OS,Ja,Ja,"802.11a, 802.11ac (Wi-Fi 5)",,Ja,Ja,Ja,Ja,"HDR10, HLG",,Ja,200x200mm,,,Nej,225 W,0.5 W,165 kWh,84 kWh,F,G,LED (lysdiod),Bakbelyst (Back),"Quantum dot, Local Dimming, Mini-LED",VA
52,SW,TV,"LG OLED77G16 77"" 4K Ultra HD (3840x2160) OLED Smart TV",41930.0,SEK,3,Rank 53,3.5,(1 omdöme),"Det billigaste priset för LG OLED77G16 77"" 4K Ultra HD (3840x2160) OLED Smart TV just nu är 39 990 kr. Det är en av de 100 mest populära produkterna i kategorin TV med ett genomsnittligt betyg på 3.5 av 5.  Prisjakt jämför priser och erbjudanden från 3 butiker. ",https://www.prisjakt.nu/produkt.php?p=5757750,13/08/2022 17:16:46,LG,77 tum,4K Ultra HD (3840x2160),OLED,Ja,Ja,2021,519.35 kr/tum,"LG OLED77G16 77"" 4K Ultra HD (3840x2160) OLED Smart TV",TV,Ja,Nej,Ja,Ja,"DVB-T (marksänd digital-TV), DVB-C (digital kabel-TV), DVB-S (satellit-TV), DVB-T2 (marksänd digital-TV, 2:a gen.), DVB-S2 (satellit-TV, 2:a gen.)",0 st,Ja,Ja,4 st,2.2,2.1,eARC,Ja,0 st,0 st,Ja,Nej,3 st,0 st,3 st,Nej,,"24p, 30p, 60p, 120p",16:9,195 cm,300 cd/m²,Ja,LG OLED Motion Pro,OLED evo,"480p, 576p, 720p, 1080p (Full HD), 1080i, 480i, 576i, 2160p (4K Ultra HD)",120 Hz,"JPEG/JPG, PNG, BMP","MP3, WMA, WAV (PCM), AAC, AAC+, eAAC+","Dolby Digital 5.1, Dolby Atmos","Xvid, MPEG1, MPEG2, MPEG4, WMV, 3GP/3GPP, AVC/H.264, WMV9 HD (VC-1), AVI, Matroska (MKV), MOV, TS, HEVC/H.265, VP9","Svart, Silver",Platt,24.1 mm,991 mm,,1721 mm,323 mm,1050 mm,40.2 kg,39.4 kg,"Bild-i-Bild (PiP), Bluetooth, Röststyrning, Time-shift, Stöd för NFC, Mobilapp för styrning av funktioner, Stöd för HbbTV, Adaptiv synk-teknik, Stöd för HomeKit, ALLM, Variable Refresh Rate (VRR)","YouTube, Spotify, Webbläsare, Netflix, Viaplay, HBO GO, SVT Play, TV4 Play, SF Anytime, HBO Nordic, Amazon Prime Video, Apple TV+",WebOS,Ja,Ja,"802.11a, 802.11b, 802.11g, 802.11n (Wi-Fi 4), 802.11ac (Wi-Fi 5)",Nej,Ja,Ja,Ja,Ja,"Dolby Vision, HDR10, HLG","AirPlay, WiDi (Wireless Display), Miracast, AirPlay 2",Ja,300x300mm,Flerkanal,,Nej,171 - 304 W,0.5 W,304 kWh,171 kWh,G,G,,,,
