,country,category,brand,title,reference,no_offers,avg_price,currency,scrape_link,scrape_time,Ekran,Ekran Tipi,Ekran Boyutu,Ekran Boyutu (cm),Çözünürlük Standardı,Ekran Çözünürlüğü,Yenileme Hızı (Yazılım),Yenileme Hızı (Gerçek),Desteklenen Çözünürlükler (HDMI),HDR,HDR Özellikleri,Ekran & Görüntü Özellikleri,Ses Çıkış Gücü (RMS),Hoparlör Sistemi,Ses & Video Çözücüler,Ses Özellikleri,Subwoofer,Analog Alıcı,Karasal Alıcı (DVB-T),Kablo TV (DVB-C),HD Uydu Alıcı (DVB-S2),HD Karasal Alıcı (DVB-T2),Dahili Wi-Fi,Wi-Fi Özellikleri,DLNA,Ethernet / LAN Kablo Girişi,USB 2.0 Girişleri,HDMI 2.0 Girişleri,HDMI Özellikleri,HDMI-CEC,Dijital Ses Çıkışı,Common Interface (CI+),CI+ Özellikleri,Analog/Kablolu Anten Girişi,Uydu Anteni Girişi,3D,Smart TV,Smart TV Özellikleri,Smart TV Uygulamaları,Uygulama Yükleyebilme,Dahili Kamera,Akıllı Etkileşim (Dahili),Ses ile TV Kontrolü,Yayın Kaydetme (PVR),Program Rehberi (EPG),HbbTV,İşlemci Çekirdek Sayısı,İşletim Sistemi,İşletim Sistemi Versiyonu,Diğer Multimedya Özellikleri,SDR Enerji Tüketim Sınıfı (A-G),SDR Enerji Tüketimi (1000h),HDR Enerji Tüketim Sınıfı (A-G),HDR Enerji Tüketimi (1000h),Güç Tüketimi (Maksimum),Tüketim (Bekleme Modu),Güç Tüketimi Özellikleri,Ekran Kalınlık Tipi,Ön Çerçeve Rengi,Stand (Ayak) Tipi,Tasarım Özellikleri,Kutu Genişliği,Kutu Yüksekliği,Kutu Derinliği,TV Genişliği (Ayaklı),TV Yüksekliği (Ayaklı),TV Derinliği (Ayaklı),TV Genişliği (Ayaksız),TV Yüksekliği (Ayaksız),TV Derinliği (Ayaksız),TV Ağırlığı (Ayaksız),TV Ağırlığı (Ayaklı),Toplam Ambalaj Ağırlığı,Çıkış Yılı,Öne Çıkan Özellikler,Kullanım Kılavuzu (TR),Kontrast Oranı (Statik),Parlaklık,Kompozit Girişi (AV),Ses / Kulaklık Çıkışı,İşlemci Hızı,Chipset,RAM,Dahili Depolama,Subwoofer Özellikleri,USB 3.2 Gen 1 (3.0) Girişleri,Harici Kamera Desteği,Dinamik Kontrast,Komponent (Bileşen) Girişi,Kullanım Kılavuzu (EN),Uygun/Gerekli Android Uygulaması,Uygun/Gerekli iOS Uygulaması,IR Out,Kontrast Oranı (Dinamik),Parlaklık (Maks.),Tepki Süresi,Dahili Depolama Özellikleri,Diğer Bağlantı Özellikleri,Hbb TV Özellikleri,Ambilight,Ambilight Özellikleri,PC Girişi (VGA),HDMI 1.3/1.4/2.0 Girişleri,Akıllı Etkileşim (Uyumlu),Ses Tanıma (Uyumlu),Eski Enerji Tüketim Sınıfı (A-D),Tüketim (Ortalama),Tüketim (Tasassuf Modu),Ortalama Yıllık Tüketim
49,TR,Televizyon,TCL,TCL 65P635 Ultra HD (4K) TV,None,4,17811.5,TL,https://www.epey.com/televizyon/tcl-65p635.html,09/04/2023 22:49:11,LED,Düz (Flat),65 İnç,164 cm,Ultra HD (4K),3840x2160,PPI 2300,50/60 Hz,,Var,"HDR10


HLG (Hybrid Log-Gamma)","Dynamic Colour Enhancer


AiPQ 2.0 Engine (Gen2)


Micro Dimming",20 W,2.0,"H.265/HEVC (4K/60p) Uydu


Dolby Digital


Dolby AC-4


Dolby Audio",,Yok,Var,Var,Var,Var,Var,Var,"Dual Band (5GHz)


Wi-Fi 5 (802.11a/b/g/n/ac)",,Var,2 Adet,,"HDMI 2.1


HDMI 2.0


HDMI Enhanced Audio Return Channel (eARC)


HDCP 2.2


HDMI Audio Return Channel (ARC)


HDCP",T-Link,Optik,Var,CI+ (1.4),1 Adet,1 Adet,Yok,Var,"Google Play Store


Web Tarayıcı","BeIN Connect


Google TV


Netflix


Prime Video


Turkcell TV+


YouTube",Var,Yok,Var,Var,,Var,Var,4,Android TV,Android TV 11 (R),"Bluetooth


Google Assistant


Ekran Yansıtma


Chromecast


Bluetooth HID (Dahili)


USB HID Desteği


USB ile Resim/Müzik/Video Oynatma


Amazon Alexa


Bluetooth 5.0",E,98 kWh,G,125 kWh,,0.5 W,Otomatik Kapanma,Standart,Siyah,İkili stant (V Ayaklı),VESA Duvar Montaj Desteği (200x200 mm),,,,1446 mm,883 mm,355 mm,1446 mm,835 mm,8.54 (83) mm,,,,2022,Android TV,,,,Var,Var,1.3 GHz,Realtek RTD2851A,2 GB,16 GB,,,,,,,,,,,,,,,,,,,3 Adet,,,,,,
50,TR,Televizyon,Vestel,Vestel 65QA9700 Ultra HD (4K) TV (20277114),(20277114),6,17492.0,TL,https://www.epey.com/televizyon/vestel-65qa9700.html,09/04/2023 22:49:15,LED,Düz (Flat),65 İnç,164 cm,Ultra HD (4K),3840x2160,SMR 3000,50/60 Hz,,Var,"Dolby Vision


HDR10


HDR10+","QLED with Quantum Dot


Quantum Dot Display


Micro Dimming


Ultra Motion (MEMC)


Vestel Pixellence


Vestel Pixellence Pro


Vestel Quantum Renk Paleti Teknolojisi",24 W,2.0,"H.265/HEVC (4K/60p) Uydu


Dolby Atmos


DTS HD


DTS


Dolby Audio","DTS Virtual:X


DTS:X",Var,Var,Var,Var,Var,Var,Var,,Var,Var,2 Adet,,"HDMI Enhanced Audio Return Channel (eARC)


HDMI Audio Return Channel (ARC)",Var,Optik,Var,,1 Adet,1 Adet,Yok,Var,"Google Play Store


Web Tarayıcı","BeIN Connect


Netflix


Prime Video


Turkcell TV+


YouTube",Var,Yok,Var,Var,Yok,Var,Var,4,Android TV,,"Bluetooth


Ekran Yansıtma


Chromecast


USB ile Resim/Müzik/Video Oynatma


Türksat Kanal Güncelleme Sistemi (TKGS)",E,85 kWh,G,159 kWh,,0.5 W,Güç Tasarrufu Modu (Ekonomik mod),Standart,Siyah & Gümüş,İkili Ayak (Düz),VESA Duvar Montaj Desteği (400x200 mm),,,,1453 mm,871 mm,245 mm,1453 mm,836 mm,40 (75) mm,,19.9 kg,20.25 kg,2022,"Android TV


Vestel QLED TV",Vestel 65QA9700 Ultra HD (4K) TV Kullanım Kılavuzu (TR),,,,Var,,,,,,,,,,,,,,,,,,,,,,,3 Adet,,,,,,
51,TR,Televizyon,Samsung,Samsung 55LS01T Ultra HD (4K) TV (QE55LS01TAU),(QE55LS01TAU),1,24735.0,TL,https://www.epey.com/televizyon/samsung-55ls01t.html,09/04/2023 22:49:17,LED,Düz (Flat),55 İnç,139 cm,Ultra HD (4K),3840x2160,PQI 3200,100/120 Hz,3840x2160p @ 60 Hz,Var,"HDR10


HDR10+


HLG (Hybrid Log-Gamma)


Quantum HDR","QLED with Quantum Dot


Quantum Dot Display


Quantum Processor 4K


Auto Motion Plus


Supreme UHD Dimming


AI Upscaling


Contrast Enhancer


DCI-P3 100%


Kenar LED Aydınlatma (Edge-lit LED)


Wide Viewing Angle


10 bit Panel Desteği",40 W,4.0,"H.265/HEVC (4K/60p) Uydu


H.265/HEVC (4K/60p) USB


Dolby Digital


H.264/MPEG-4 AVC (L5.1)


Dolby Digital Plus",,Yok,Var,Var,Var,Var,Var,Var,"Dual Band (5GHz)


WiFi Direct",Var,Yok,2 Adet,4 Adet,"HDMI 2.0a


HDMI 2.0


HDMI Enhanced Audio Return Channel (eARC)


HDCP 2.2


HDMI Audio Return Channel (ARC)",Anynet+,Optik,Var,CI+ (1.4),1 Adet,1 Adet,Yok,Var,"Samsung Apps


Smart Hub


Web Tarayıcı",,Var,Yok,Var,Var,,Var,Var,4,Tizen,,"Bluetooth


FreeSync


Ekran Yansıtma (İki Yönlü)


Freesync Premium


Google Assistant


Ekran Yansıtma


NFC


Kablosuz Tasarım (Clean Cable Solution)


Tek kumanda (One Remote Control)


Bluetooth HID (Dahili)


USB HID Desteği


Connect Share (HDD)


ConnectShare


Digital Clean View


Oyun Modu


Yayında Altyazı Desteği


AirPlay 2


Amazon Alexa


Ambient Mode


Ambient Mode Plus


Art Mode


Bixby Voice


Bluetooth 4.2


Bluetooth LE (Low Energy)


Hareket Sensörü


Kişiselleştirilebilir Çerçeve


Multiroom Link


Samsung SmartThings


Ses Yansıtma (İki Yönlü)


Teletext (TTXT)


360° Video Oynatma",,,,,160 W,0.5 W,"Işık sensörü (Eco Sensor/Akıllı Sensör) 

Otomatik Kapanma",Standart,Beyaz,ikili Stant (Yüksek V Ayaklı),VESA Duvar Montaj Desteği (400x400 mm),1403 mm,894 mm,308 mm,1254.9 mm,1237.4 mm,482.8 mm,1254.9 mm,748.3 mm,221 mm,26.1 kg,27.2 kg,34.9 kg,2020,"Samsung QLED TV


Samsung The Serif TV",Samsung 55LS01T Ultra HD (4K) TV Kullanım Kılavuzu (TR),,,Yok,Yok,,,,,,,,Mega Dynamic Contrast,Yok,,,,,,,,,,2.0.1,,,Yok,,,,A,103 W,54.1 W,143 kWh
52,TR,Televizyon,Philips,Philips 70PUS8007 Ultra HD (4K) TV (70PUS8007/12),(70PUS8007/12),10,24377.575,TL,https://www.epey.com/televizyon/philips-70pus8007.html,09/04/2023 22:49:20,LED,Düz (Flat),70 İnç,177 cm,Ultra HD (4K),3840x2160,,50/60 Hz,3840x2160p @ 60 Hz,Var,"Dolby Vision


HDR10


HDR10+


HLG (Hybrid Log-Gamma)","Pixel Precise Ultra HD Engine


HGIG Mode",20 W,2.0,"H.265/HEVC (4K/60p) Uydu


Dolby Atmos


Dolby Digital",AI Sound,Yok,Var,Var,Var,Var,Var,Var,"Dual Band (5GHz)


Wi-Fi 5 (802.11a/b/g/n/ac)


2x2",,Var,2 Adet,4 Adet,"HDCP 2.3


HDCP 2.2


HDMI Audio Return Channel (ARC)


HDCP",EasyLink,Optik,Var,CI+ (1.3),1 Adet,1 Adet,Yok,Var,"Google Play Store


Web Tarayıcı","Google Arama


Google Play Movies


Google Play Music


Netflix


Prime Video


YouTube",Var,Yok,Yok,,,Var,Var,4,Android TV,Android TV 11 (R),"Bluetooth


Google Assistant


Ekran Yansıtma


Variable Refresh Rate (VRR)


USB ile Resim/Müzik/Video Oynatma


Auto Low Latency Mode (ALLM)


Bluetooth 5.0",F,114 kWh,G,149 kWh,,0.3 W,"Güç Tasarrufu Modu (Ekonomik mod) 

Işık sensörü (Eco Sensor/Akıllı Sensör) 

Otomatik Kapanma",Standart,Siyah,İkili Ayak (Düz),VESA Duvar Montaj Desteği (300x300 mm),1757 mm,1025 mm,174 mm,1572.4 mm,904.1 mm,334.9 mm,,,,24.7 kg,25.2 kg,32.9 kg,2022,Android TV,Philips 70PUS8007 Ultra HD (4K) TV Kullanım Kılavuzu (TR),,,,Var,,,,16 GB,,,,,Var,,,,,,,,USB Bellek ile Arttırılabilir,,,Var,"Dahili Ambilight


Dinlenme ışık modu


Duvar rengine uyarlanma


Oyun modu


3 Taraflı",,,Var,Var,,,,
53,TR,Televizyon,Sony,Sony KD-50X89J Ultra HD (4K) TV (KD50X89JAEP),(KD50X89JAEP),5,18621.4,TL,https://www.epey.com/televizyon/sony-kd-50x89j.html,09/04/2023 22:49:23,LED,Düz (Flat),50 İnç,126 cm,Ultra HD (4K),3840x2160,MF XR 1000,100/120 Hz,3840x2160p @ 120Hz,Var,"Dolby Vision


HDR10


HLG (Hybrid Log-Gamma)","Object-based HDR Remaster


Frame Dimming


Live Colour™


Triluminos Ekran


Direct LED Aydınlatma


Dynamic Contrast Enhancer


Triluminos Pro


4K HDR Processor X1


4K X-Reality PRO


10 (8 bit + FRC) bit Panel Desteği",20 W,2.0,"H.265/HEVC (4K/60p) Uydu


Dolby Atmos


Dolby Digital


Dolby Digital Plus


DTS


Dolby Audio","Bass Reflex Hoparlör


 DTS Digital Surround",Yok,Var,Var,Var,Var,Var,Var,"Dual Band (5GHz)


Wi-Fi 5 (802.11a/b/g/n/ac)",,Var,2 Adet,4 Adet,"HDMI 2.1


HDMI 2.0


HDMI Enhanced Audio Return Channel (eARC)


HDCP 2.3


HDMI Audio Return Channel (ARC)


HDCP",BRAVIA Sync,Optik,Var,,1 Adet,1 Adet,Yok,Var,"Google Play Store


Web Tarayıcı (Vewd)","Google TV


Netflix


Prime Video


YouTube",Var,Yok,Var,Var,Harici Disk/USB Bellek ile,Var,,4,Android TV,Android TV 10 (Q),"Bluetooth


Google Assistant


Ekran Yansıtma


Miracast


Variable Refresh Rate (VRR)


Chromecast


Bluetooth HID (Dahili)


Yayında Altyazı Desteği


AirPlay


AirPlay 2


Auto Low Latency Mode (ALLM)


Bluetooth 4.2


Bluetooth LE (Low Energy)


Teletext (TTXT)",G,85 kWh,G,122 kWh,,0.5 W,"Akıllı Enerji Tasarrufu Sistemi 

Arka ışık kapalı modu 

Dinamik Arka Işık Kontrolü 

Güç Tasarrufu Modu (Ekonomik mod) 

Işık sensörü (Eco Sensor/Akıllı Sensör) 

Otomatik Kapanma",Standart,Siyah,İkili stant (V Ayaklı),VESA Duvar Montaj Desteği (200x200 mm),1225 mm,782 mm,141 mm,1119 mm,713 mm,296 mm,1119 mm,649 mm,70 mm,12.7 kg,,19 kg,2021,Android TV,,,,Var,Var,,,,16 GB,,,,,,,,,,,,,,,,,,,,,,,,,
54,TR,Televizyon,Philips,"Philips 58PUS8507 Ultra HD (4K) TV (58PUS8507/12/, 58PUS8507/62)","(58PUS8507/12/, 58PUS8507/62)",18,19402.244444444445,TL,https://www.epey.com/televizyon/philips-58pus8507.html,09/04/2023 22:49:26,LED,Düz (Flat),58 İnç,146 cm,Ultra HD (4K),3840x2160,,50/60 Hz,,Var,"Dolby Vision


HDR10


HDR10+


HLG (Hybrid Log-Gamma)","P5 Perfect Picture Engine


Micro Dimming Pro


DCI-P3 90%


Doğal Hareket


Ultra Çözünürlük",20 W,2.0,"H.265/HEVC (4K/60p) Uydu


Dolby Atmos


Dolby Digital",AI Sound,Yok,Var,Var,Var,Var,Var,Var,"Dual Band (5GHz)


Wi-Fi 5 (802.11a/b/g/n/ac)


2x2",Var,Var,1 Adet,4 Adet,"HDMI Enhanced Audio Return Channel (eARC)


HDCP 2.3


HDCP 2.2


HDMI Audio Return Channel (ARC)


HDCP",EasyLink,Optik,Var,CI+ (1.3),1 Adet,1 Adet,Yok,Var,"Google Play Store


Web Tarayıcı","Google Arama


Google Play Movies


Google Play Music


Netflix


Prime Video


YouTube",Var,Yok,Var,Var,Harici Disk/USB Bellek ile,Var,Var,4,Android TV,Android TV 11 (R),"Bluetooth


Google Assistant


Ekran Yansıtma


Variable Refresh Rate (VRR)


USB ile Resim/Müzik/Video Oynatma


Amazon Alexa


Auto Low Latency Mode (ALLM)


Bluetooth 5.0


DTS Play-Fi",F,78 kWh,G,141 kWh,,0.3 W,"Güç Tasarrufu Modu (Ekonomik mod) 

Işık sensörü (Eco Sensor/Akıllı Sensör) 

Otomatik Kapanma",Standart,Gümüş,İkili stant (V Ayaklı),VESA Duvar Montaj Desteği (300x200 mm),1425 mm,867 mm,160 mm,1289.9 mm,819.7 mm,269.8 mm,1289.9 mm,749.7 mm,80.9 mm,17.4 kg,17.8 kg,22.8 kg,2022,Android TV,Philips 58PUS8507 Ultra HD (4K) TV Kullanım Kılavuzu (TR),,,,Var,,,,16 GB,,1 Adet,,,Var,,,,,,,,USB Bellek ile Arttırılabilir,,,Var,"Ambi Wakeup/Sunrise


Ambilight Aurora


Ambilight Başlangıç Animasyonu


Ambilight Müzik


AmbiSleep


Dahili Ambilight+hue


Dinlenme ışık modu


Duvar rengine uyarlanma


Oyun modu


Philips Wireless Home Speakers


3 Taraflı",,,,,,,,
55,TR,Televizyon,LG,LG 65QNED816QA Ultra HD (4K) TV,None,3,29522.353333333333,TL,https://www.epey.com/televizyon/lg-65qned816qa.html,09/04/2023 22:49:29,LED,Düz (Flat),65 İnç,164 cm,Ultra HD (4K),3840x2160,,100/120 Hz,3840x2160p @ 120Hz,Var,"HDR10


HLG (Hybrid Log-Gamma)

 
Active HDR


HDR 10 Pro","Nano Cell Display


Quantum Dot Display


Nano Cell Color


Billion Rich Color (Milyar Renk)


ULTRA Luminance


Local Dimming


AI Picture Pro


HFR 2K


HFR 4K


HGIG Mode


Motion Pro


Nano Colour Pro


Quantum Dot NanoCell Technology


α7 (Alpha7) (Gen5) AI Processor 4K


4K AI Upscaling",20 W,2.0,"H.265/HEVC (4K/60p) Uydu


Dolby Atmos


Dolby Digital


Dolby Digital Plus


AV1


AV1 (4K@60p 10bit)


H.265/HEVC


HEVC (4K@120p


VP9


VP9 (4K@60fps 10bit)","A.I. Sound


apt-X Kodek


Clear Voice


Clear Voice Pro


LG Sound Sync


ULTRA Surround


WiSA",Yok,Var,Var,Var,Var,Var,Var,"Dual Band (5GHz)


Wi-Fi 5 (802.11a/b/g/n/ac)",Var,Var,2 Adet,4 Adet,"HDMI 2.1


HDMI 2.0


HDMI Enhanced Audio Return Channel (eARC)


HDCP 2.2


HDMI Audio Return Channel (ARC)


HDCP",SIMPLINK,Optik,Var,CI+ (1.4),1 Adet,1 Adet,Yok,Var,"LG ThinQ AI


Web Tarayıcı","Netflix


Prime Video


YouTube",Var,Yok,Var,Var,Yok,Var,Var,4,webOS,WebOS 22,"Bluetooth


FreeSync


Freesync Premium


Ekran Yansıtma


Miracast


Variable Refresh Rate (VRR)


Akıllı Kumanda (Magic Remote) Uyumu


USB ile Resim/Müzik/Video Oynatma


AirPlay

 
AirPlay 2


Auto Low Latency Mode (ALLM)


Bluetooth 5.0


Bluetooth LE (Low Energy)


NVIDIA GeForce Now",G,103 kWh,G,165 kWh,,0.5 W,"Akıllı Enerji Tasarrufu Sistemi 

Işık sensörü (Eco Sensor/Akıllı Sensör)",Ultra Slim,Siyah,Yay (C Tipi),VESA Duvar Montaj Desteği (300x300 mm),1600 mm,1070 mm,203 mm,1452 mm,911 mm,336 mm,1452 mm,839 mm,44.3 mm,24.5 kg,26.2 kg,33.3 kg,2022,,,,,,Var,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,TR,Televizyon,Vestel,Vestel 65O9900 Ultra HD (4K) TV (20275310),(20275310),7,32380.79142857143,TL,https://www.epey.com/televizyon/vestel-65o9900.html,09/04/2023 22:49:31,OLED,Düz (Flat),65 İnç,164 cm,Ultra HD (4K),3840x2160,SMR 3000,100/120 Hz,,Var,"Dolby Vision


HDR10


HDR10+","Micro Dimming


Ultra Motion (MEMC)


Vestel Pixellence


Vestel Pixellence Pro",24 W,2.0,"H.265/HEVC (4K/60p) Uydu


Dolby Digital


DTS HD


DTS


Dolby Audio",DTS Virtual:X,Var,Var,Var,Var,Var,Var,Var,,Var,Var,2 Adet,,HDMI Audio Return Channel (ARC),Var,Optik,Var,,1 Adet,1 Adet,Yok,Var,"Vestel Smart Center


Web Tarayıcı","Netflix


Prime Video


Social TV


Tivibu


YouTube",Yok,Yok,Yok,,Yok,Var,Var,4,,,"Bluetooth


Ekran Yansıtma


Miracast


WiDi


Türksat Kanal Güncelleme Sistemi (TKGS)",G,147 kWh,G,191 kWh,,0.5 W,Güç Tasarrufu Modu (Ekonomik mod),Slim,Siyah,Kare,,,,,1449 mm,894 mm,281 mm,1449 mm,830 mm,48 mm,,,,2020,,,,,,Var,,,,,,,,Ultra Dynamic Contrast,,,,,,,,,,,,,,,3 Adet,,,A,,,
57,TR,Televizyon,Sony,Sony KD-55X81J Ultra HD (4K) TV (KD55X81JAEP),(KD55X81JAEP),0,0,TL,https://www.epey.com/televizyon/sony-kd-55x81j.html,09/04/2023 22:49:34,LED,Düz (Flat),55 İnç,139 cm,Ultra HD (4K),3840x2160,MF XR 400,50/60 Hz,3840x2160p @ 60 Hz,Var,"Dolby Vision


HDR10


HLG (Hybrid Log-Gamma)","Object-based HDR Remaster


Frame Dimming


Live Colour™


Triluminos Ekran


Direct LED Aydınlatma


Dynamic Contrast Enhancer


Triluminos Pro


4K HDR Processor X1


4K X-Reality PRO",20 W,2.0,"H.265/HEVC (4K/60p) Uydu


Dolby Atmos


Dolby Digital


Dolby Digital Plus


DTS


Dolby Audio","Bass Reflex Hoparlör


DTS Digital Surround",Yok,Var,Var,Var,Var,Var,Var,"Dual Band (5GHz)


Wi-Fi 5 (802.11a/b/g/n/ac)",,Var,1 Adet,4 Adet,"HDMI 2.0


HDMI Enhanced Audio Return Channel (eARC)


HDCP 2.3


HDMI Audio Return Channel (ARC)


HDCP",BRAVIA Sync,Optik,Var,,1 Adet,1 Adet,Yok,Var,"Google Play Store


Web Tarayıcı (Vewd)","Google TV


Netflix


Prime Video


YouTube",Var,Yok,Var,Var,Harici Disk/USB Bellek ile,Var,,4,Android TV,Android TV 10 (Q),"Bluetooth


Google Assistant


Ekran Yansıtma


Miracast


Chromecast


Bluetooth HID (Dahili)


Yayında Altyazı Desteği


AirPlay


AirPlay 2


Bluetooth 4.2


Bluetooth LE (Low Energy)


Teletext (TTXT)",G,97 kWh,G,166 kWh,,0.5 W,"Akıllı Enerji Tasarrufu Sistemi 

Arka ışık kapalı modu 

Dinamik Arka Işık Kontrolü 

Güç Tasarrufu Modu (Ekonomik mod) 

Işık sensörü (Eco Sensor/Akıllı Sensör) 

Otomatik Kapanma",Standart,Siyah,İkili Ayak (Düz),VESA Duvar Montaj Desteği (300x300 mm),1348 mm,833 mm,160 mm,1243 mm,787 mm,338 mm,1348 mm,719 mm,71 mm,15.7 kg,,23 kg,2021,Android TV,Sony KD-55X81J Ultra HD (4K) TV Kullanım Kılavuzu (TR),,,Var,Var,,,,16 GB,,1 Adet,,,,,,,,,,,,,,,,,,,,,,,
58,TR,Televizyon,Samsung,Samsung 75BU8500 Ultra HD (4K) TV (UE75BU8500UXTK),(UE75BU8500UXTK),8,31475.7425,TL,https://www.epey.com/televizyon/samsung-75bu8500.html,09/04/2023 22:49:36,LED,Düz (Flat),75 İnç,189 cm,Ultra HD (4K),3840x2160,PQI 2200,50/60 Hz,3840x2160p @ 60 Hz,Var,"HDR10


HDR10+


HLG (Hybrid Log-Gamma)","Dynamic Crystal Color


Auto Motion Plus


Contrast Enhancer


Crystal Processor 4K


HGIG Mode


Motion Xcelerator


UHD Dimming",20 W,2.0,"H.265/HEVC (4K/60p) Uydu


H.265/HEVC (4K/60p) USB


Dolby Digital


H.264/MPEG-4 AVC (L5.1)


Dolby Digital Plus","Object Tracking Sound (OTS Lite)


Q-Symphony",Yok,Var,Var,Var,Var,Var,Var,"Wi-Fi 5 (802.11a/b/g/n/ac)


WiFi Direct",Var,Var,2 Adet,,"HDMI 2.0


HDMI Enhanced Audio Return Channel (eARC)


HDCP 2.2


HDMI Audio Return Channel (ARC)


HDCP",Anynet+,Optik,Var,CI+ (1.4),1 Adet,1 Adet,Yok,Var,"Smart Hub


Web Tarayıcı","Netflix


Prime Video


YouTube",Var,Yok,Var,Var,Yok,Var,Var,4,Tizen,Tizen 6.5,"Bluetooth


Ekran Yansıtma


Bluetooth HID (Dahili)


USB HID Desteği


USB ile Resim/Müzik/Video Oynatma


ConnectShare


Oyun Modu


Auto Low Latency Mode (ALLM)


Bixby


Bluetooth 5.2


Bluetooth LE (Low Energy)


Google Duo


Samsung SmartThings


Ses Yansıtma


Wireless Dex",G,156 kWh,G,235 kWh,255 W,0.5 W,"Akıllı Enerji Tasarrufu Sistemi 

Işık sensörü (Eco Sensor/Akıllı Sensör) 

Otomatik Kapanma",Slim,Siyah,Metal Yarım Çerçeve,VESA Duvar Montaj Desteği (400x400 mm),1834 mm,1138 mm,190 mm,1677.5 mm,1026.9 mm,338.9 mm,1677.5 mm,960.7 mm,26.6 mm,31.4 kg,32.5 kg,42.8 kg,2022,,Samsung 75BU8500 Ultra HD (4K) TV Kullanım Kılavuzu (TR),,,,Yok,,,,,,,,Mega Dynamic Contrast,,,,,,,,,,,,,,,3 Adet,,,,,,
59,TR,Televizyon,Samsung,Samsung 75BU8000 Ultra HD (4K) TV (UE75BU8000UXTK),(UE75BU8000UXTK),5,27486.54,TL,https://www.epey.com/televizyon/samsung-75bu8000.html,09/04/2023 22:49:39,LED,Düz (Flat),75 İnç,189 cm,Ultra HD (4K),3840x2160,PQI 2200,50/60 Hz,3840x2160p @ 60 Hz,Var,"HDR10


HDR10+


HLG (Hybrid Log-Gamma)","Dynamic Crystal Color


Auto Motion Plus


Contrast Enhancer


Crystal Processor 4K


HGIG Mode


Motion Xcelerator


UHD Dimming",20 W,2.0,"H.265/HEVC (4K/60p) Uydu


H.265/HEVC (4K/60p) USB

 
Dolby Digital


H.264/MPEG-4 AVC (L5.1)


Dolby Digital Plus","Object Tracking Sound (OTS Lite)


Q-Symphony",Yok,Var,Var,Var,Var,Var,Var,"Wi-Fi 5 (802.11a/b/g/n/ac)


WiFi Direct",Var,Var,2 Adet,,"HDMI 2.0


HDMI Enhanced Audio Return Channel (eARC)


HDCP 2.2


HDMI Audio Return Channel (ARC)


HDCP",Anynet+,Optik,Var,CI+ (1.4),1 Adet,1 Adet,Yok,Var,"Smart Hub


Web Tarayıcı","Netflix


Prime Video


YouTube",Var,Yok,Var,Var,Yok,Var,Var,4,Tizen,Tizen 6.5,"Bluetooth


Ekran Yansıtma


Bluetooth HID (Dahili)


USB HID Desteği


USB ile Resim/Müzik/Video Oynatma


ConnectShare

 
Oyun Modu


Auto Low Latency Mode (ALLM)


Bixby


Bluetooth 5.2


Bluetooth LE (Low Energy)


Google Duo


Samsung SmartThings


Ses Yansıtma


Wireless Dex",G,156 kWh,G,235 kWh,255 W,0.5 W,"Akıllı Enerji Tasarrufu Sistemi 

Işık sensörü (Eco Sensor/Akıllı Sensör) 

Otomatik Kapanma",Slim,Siyah,İkili stant (V Ayaklı),VESA Duvar Montaj Desteği (400x400 mm),1834 mm,1110 mm,190 mm,1676.7 mm,1005.5 mm,340.4 mm,1676.7 mm,960.3 mm,26.6 mm,31.4 kg,32 kg,42.3 kg,2022,,Samsung 75BU8000 Ultra HD (4K) TV Kullanım Kılavuzu (TR),,,,Yok,,,,,,,,Mega Dynamic Contrast,,,,,,,,,,,,,,,3 Adet,,,,,,
